"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WESD","WSF1","WSF2","WSF5","WSFG","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03"
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-07-26",,"  100","16.78"," 1450"," 1443","1.26","0.0","0.0",,"71","65",,"  130",,,"  135",,"21.9",,,"32.2","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-07-27","  100","  100","14.09"," 0738"," 0649","0.00","0.0","0.0",,"78","66",,"  180",,,"  135",,"17.9",,,"26.4","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-07-28","  100","  100","9.17"," 2109"," 0004","0.30","0.0","0.0",,"82","65",,"  250",,,"  180",,"16.1",,,"24.2","    1",,"    1",,,,,,,,,,"    1",,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-07-29",,"   70","12.30"," 1550"," 1503","1.46","0.0","0.0",,"81","63",,"  340",,,"  360",,"21.9",,,"31.1",,,"    1",,,,,,,,,,"    1",,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-07-30",,"   40","12.30"," 1453"," 1226","0.00","0.0","0.0",,"75","55",,"  350",,,"  360",,"17.0",,,"27.5",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-07-31",,"   20","6.04"," 2355"," 1755","0.00","0.0","0.0",,"76","50",,"    0",,,"  180",,"10.1",,,"13.9",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-01",,"   30","12.08"," 1449"," 1306","0.00","0.0","0.0",,"77","50",,"  200",,,"  225",,"16.1",,,"26.4",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-02",,"   90","15.88"," 1253"," 1253","0.87","0.0","0.0",,"79","59",,"  180",,,"  180",,"21.9",,,"30.0","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-03",,"  100","9.40"," 2250"," 2232","0.00","0.0","0.0",,"82","68",,"  360",,,"  360",,"14.1",,,"20.8","    1","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-04",,"   50","14.54"," 1453"," 1136","0.00","0.0","0.0",,"77","58",,"  340",,,"  360",,"21.9",,,"31.1",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-05",,"   40","14.09"," 1152"," 0948","0.00","0.0","0.0",,"72","53",,"  350",,,"  360",,"21.0",,,"31.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-06",,"   20","10.96"," 1251"," 1443","0.00","0.0","0.0",,"76","49",,"   10",,,"  360",,"17.0",,,"25.3",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-07",,"   20","9.40"," 1651"," 1534","0.00","0.0","0.0",,"77","54",,"  240",,,"  270",,"12.1",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-08",,"   20","11.63"," 1151"," 1221","0.00","0.0","0.0",,"78","50",,"  200",,,"  180",,"17.9",,,"25.3",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-09",,"   60","14.32"," 1650"," 1728","0.00","0.0","0.0",,"81","55",,"  240",,,"  270",,"21.0",,,"26.4",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-10",,"   50","6.93"," 2151"," 1347","0.00","0.0","0.0",,"83","60",,"  300",,,"   45",,"8.9",,,"15.0","    1",,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-11",,"   90","9.40"," 1434"," 1633","0.00","0.0","0.0",,"72","57",,"   10",,,"  360",,"15.0",,,"18.3","    1","    1",,,,,,"    1",,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-12",,"   80","10.07"," 1453"," 0938","0.00","0.0","0.0",,"72","52",,"   50",,,"   45",,"16.1",,,"23.0",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-13",,"   30","6.71"," 2359"," 1554","0.00","0.0","0.0",,"76","50",,"   10",,,"  270",,"14.1",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-14",,"   40","19.46"," 1051"," 1052","0.00","0.0","0.0",,"83","61",,"  230",,,"  225",,"28.0",,,"36.7",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-15",,"   80","7.83"," 2359"," 0016","0.00","0.0","0.0",,"83","65",,"   10",,,,,"15.0",,,"21.9","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-16",,"   30","12.53"," 1659"," 1646","0.00","0.0","0.0",,"84","62",,"  190",,,"  180",,"16.1",,,"24.2","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-17",,"  100","14.99"," 1151"," 1102","0.05","0.0","0.0",,"81","68",,"  190",,,"  135",,"21.9",,,"28.9","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-18","   90","   90","13.65"," 1636"," 1635","0.93","0.0","0.0",,"88","68",,"   50",,,"   45",,"23.0",,,"28.9","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-19","  100","  100","16.11"," 0026"," 0033","2.16","0.0","0.0",,"69","61",,"   80",,,"   90",,"28.0",,,"44.7","    1","    1","    1",,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-20","  100","  100","13.87"," 2355"," 0005","0.00","0.0","0.0",,"64","60",,"   70",,,"   90",,"17.9",,,"23.0","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-21",,"   80","9.62"," 1053"," 1059","0.00","0.0","0.0",,"75","59",,"   60",,,"   45",,"16.1",,,"20.8","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-22",,"   90","7.61"," 2259"," 1135","0.00","0.0","0.0",,"77","63",,"   10",,,"  135",,"12.1",,,"16.1","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-23",,"  100","16.78"," 0750"," 0838","0.02","0.0","0.0",,"77","64",,"  170",,,"  180",,"25.1",,,"33.3","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-24","   90","   90","12.75"," 2108"," 1713","0.77","0.0","0.0",,"84","66",,"  160",,,"  225",,"17.9",,,"30.0","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-25",,"   20","14.99"," 0952"," 1214","0.24","0.0","0.0",,"85","63",,"  200",,,"  180",,"19.9",,,"24.2","    1",,"    1",,,,,"    1",,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-26",,"   70","16.11"," 0426"," 0426","0.26","0.0","0.0",,"82","64",,"  320",,,"  315",,"40.9",,,"59.7","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-27",,"   60","10.07"," 0854"," 0806","0.00","0.0","0.0",,"89","72",,"  230",,,"  225",,"15.0",,,"19.5","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-28",,"   70","8.95"," 0951"," 0817","0.00","0.0","0.0",,"84","65",,"   20",,,"  360",,"15.0",,,"23.0","    1","    1",,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-29",,"   30","6.49"," 1450"," 1443","0.00","0.0","0.0",,"80","59",,"   50",,,"   45",,"10.1",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-30",,"    0","12.75"," 2359"," 1154","0.00","0.0","0.0",,"81","54",,,,,"  180",,"17.0",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-08-31",,"   70","18.79"," 0953"," 1003","0.00","0.0","0.0",,"82","65",,"  190",,,"  180",,"32.0",,,"47.2",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-01",,"   90","3.80"," 1153"," 1206","0.00","0.0","0.0",,"82","59",,"   60",,,"   45",,"10.1",,,"15.0","    1","    1",,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-02",,"   70","8.28"," 2259"," 1430","0.00","0.0","0.0",,"80","60",,,,,"  135",,"12.1",,,"15.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-03",,"   80","17.45"," 1452"," 1411","0.78","0.0","0.0",,"80","62",,"  190",,,"  180",,"23.9",,,"35.6","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-04",,"   10","14.09"," 0850"," 0815","0.00","0.0","0.0",,"85","69",,"  240",,,"  225",,"21.9",,,"30.0","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-05",,"   60","11.63"," 1250"," 1500","0.00","0.0","0.0",,"88","65",,"  150",,,"  180",,"16.1",,,"20.8","    1","    1",,,,,,"    1",,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-06",,"   40","14.99"," 0752"," 0750","0.00","0.0","0.0",,"86","68",,"  240",,,"  225",,"19.9",,,"26.4",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-07",,"   50","11.18"," 0750"," 0745","0.09","0.0","0.0",,"80","60",,"   10",,,"  360",,"21.0",,,"32.2","    1",,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-08",,"   80","9.84"," 2359"," 0417","0.00","0.0","0.0",,"77","61",,,,,"  180",,"16.1",,,"21.9","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-09",,"   90","11.18"," 1453"," 1318","0.00","0.0","0.0",,"79","63",,"  200",,,"  180",,"17.0",,,"23.0","    1","    1",,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-10","   20","   20","8.95"," 1050"," 1622","0.00","0.0","0.0",,"81","56",,"   30",,,"   45",,"14.1",,,"17.2","    1","    1",,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-11","   10","   20","14.76"," 1250"," 1244","0.00","0.0","0.0",,"82","58",,"  200",,,"  180",,"21.9",,,"28.9","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-12","   10","   20","14.76"," 1552"," 1537","0.00","0.0","0.0",,"85","66",,"  190",,,"  180",,"21.9",,,"28.9","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-13","   20","   20","18.79"," 2150"," 1310","0.00","0.0","0.0",,"83","64",,"  210",,,"  225",,"25.1",,,"38.0","    1",,,,,,,"    1",,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-14","   70","   90","16.78"," 0553"," 0206","0.03","0.0","0.0",,"74","47",,"  340",,,"  360",,"25.9",,,"40.3","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-15","   20","   30","13.65"," 1954"," 1931","0.00","0.0","0.0",,"77","45",,"  350",,,"  360",,"23.9",,,"33.3",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-16","   50","  100","8.95"," 0851"," 0817","0.00","0.0","0.0",,"60","42",,"  360",,,"  360",,"14.1",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-17","   70","   80","10.51"," 1450"," 1349","0.00","0.0","0.0",,"61","39",,"  150",,,"  180",,"16.1",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-18","  100","  100","12.97"," 1152"," 1234","0.39","0.0","0.0",,"55","47",,"  180",,,"  180",,"17.9",,,"26.4","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-19","   80","   60","9.84"," 0250"," 0308","0.00","0.0","0.0",,"68","48",,"  340",,,"  360",,"16.1",,,"23.0","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-20","   70","   60","13.87"," 1552"," 1403","0.01","0.0","0.0",,"68","44",,"  170",,,"  180",,"21.0",,,"28.9","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-21","   50","   50","16.33"," 1253"," 1132","0.00","0.0","0.0",,"65","44",,"  320",,,"  315",,"29.1",,,"41.4","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-22","   70","   90","17.90"," 1250"," 1233","0.00","0.0","0.0",,"48","43",,"  310",,,"  315",,"23.9",,,"38.0",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-23","   20","   20","14.09"," 0950"," 1310","0.00","0.0","0.0",,"56","36",,"  330",,,"  315",,"21.0",,,"27.5",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-24","   10","   10","18.57"," 1452"," 1551","0.00","0.0","0.0",,"75","40",,"  230",,,"  225",,"25.9",,,"38.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-25","    0","    0","12.30"," 1451"," 1615","0.00","0.0","0.0",,"80","50",,"  300",,,"  315",,"21.0",,,"35.6",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-26","   20","   20","6.93"," 2350"," 2347","0.00","0.0","0.0",,"79","46",,"  190",,,"  180",,"14.1",,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-27","   80","  100","10.29"," 1754"," 1802","0.00","0.0","0.0",,"69","52",,"   20",,,"  360",,"17.9",,,"25.3",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-28","   30","   10","10.07"," 1252"," 1458","0.00","0.0","0.0",,"65","46",,"  350",,,"  360",,"15.0",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-29","   60","   70","8.05"," 1250"," 1214","0.00","0.0","0.0",,"62","39",,"  350",,,"  360",,"15.0",,,"23.0",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-09-30","   40","   50","8.50"," 2250"," 2330","0.00","0.0","0.0",,"64","33",,"  210",,,"  225",,"21.9",,,"31.1",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-01","   20","   10","12.30"," 0052"," 0058","0.00","0.0","0.0",,"66","42",,"  230",,,"  225",,"23.0",,,"36.7",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-02","   60","   50","18.57"," 2355"," 2227","0.00","0.0","0.0",,"74","39",,"  190",,,"  180",,"28.0",,,"41.4",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-03","   70","   90","18.79"," 0555"," 0514","0.70","0.0","0.0",,"66","46",,"  190",,,"  180",,"33.1",,,"55.3","    1",,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-04","   40","   20","15.66"," 1353"," 1346","0.00","0.0","0.0",,"66","43",,"  270",,,"  270",,"29.1",,,"42.5",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-05","   60","   60","12.75"," 2351"," 1501","0.00","0.0","0.0",,"81","46",,"  200",,,"  225",,"17.0",,,"27.5",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-06","   60","   40","16.11"," 2052"," 2156","0.00","0.0","0.0",,"66","47",,"   10",,,"  360",,"21.0",,,"28.9",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-07","   70","   60","12.30"," 0553"," 1447","0.00","0.0","0.0",,"54","38",,"  360",,,"  360",,"17.0",,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-08","  100","  100","10.29"," 1150"," 0746","0.10","0.0","0.0",,"44","39",,"   80",,,"   45",,"17.9",,,"23.0","    1",,,,,,,,,,,,,,"    1",,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-09","   50","   60","8.72"," 1350"," 1240","0.00","0.0","0.0",,"49","30",,"   30",,,"   45",,"17.0",,,"23.0",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-10","   10","   10","7.38"," 1152"," 1527","0.00","0.0","0.0",,"51","25",,"   30",,,"  270",,"12.1",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-11","   20","    0","12.75"," 1354"," 1348","0.00","0.0","0.0",,"63","29",,"  210",,,"  225",,"21.0",,,"28.9",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-12","   40","   30","9.17"," 0353"," 0134","0.00","0.0","0.0",,"56","31",,"  360",,,"  360",,"15.0",,,"20.8",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-13","   60","   50","13.87"," 1254"," 1249","0.01","0.0","0.0",,"61","31",,"  200",,,"  180",,"21.9",,,"32.2",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-14","   30","   40","12.30"," 1442"," 1454","0.02","0.0","0.0",,"61","37",,"  290",,,"  270",,"23.9",,,"36.7",,,"    1",,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-15","   80","   90","10.51"," 1155"," 1153","0.00","0.0","0.0",,"57","34",,"  280",,,"  270",,"15.0",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-16","   80","   80","13.20"," 2355"," 2334","0.00","0.0","0.0",,"65","41",,"  180",,,"  180",,"17.9",,,"28.9",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-17","   80","  100","21.47"," 2355"," 2342","0.25","0.2","0.0",,"65","33",,"  340",,,"  360",,"29.1",,,"44.7","    1",,,,,,,,,,,,"    1",,"    1",,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-18","   60","   80","18.12"," 0750"," 0057","0.06","0.6","1.0",,"42","26",,"  330",,,"  360",,"32.0",,,"48.3","    1",,,,,,,,,,,,,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-19","   50","   90","16.78"," 1251"," 1518","0.00","0.0","0.0",,"50","25",,"  160",,,"  135",,"25.1",,,"35.6",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-20","   90","  100","14.09"," 0254"," 0208","0.70","0.0","0.0",,"54","40",,"  180",,,"  180",,"21.9",,,"31.1","    1",,"    1",,,,,,,,,,"    1",,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-21","   40","   30","12.53"," 1050"," 1156","0.01","0.0","0.0",,"46","26",,"  340",,,"  315",,"17.9",,,"26.4","    1",,,,,,,,,,,,"    1",,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-22","   70","   70","16.11"," 1250"," 1431","0.00","0.0","0.0",,"55","26",,"  210",,,"  225",,"23.9",,,"35.6",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-23","   70","   40","12.53"," 1555"," 1553","0.01","0.0","0.0",,"62","36",,"  310",,,"  315",,"21.0",,,"26.4",,,,,,,,,,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-24","   30","   20","10.29"," 1450"," 1438","0.00","0.0","0.0",,"52","29",,"  340",,,"  360",,"19.9",,,"27.5",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-25","   20","   40","7.38"," 2350"," 2356","0.00","0.0","0.0",,"48","24",,"  190",,,"  180",,"14.1",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-26","   20","   30","17.22"," 1451"," 1434","0.00","0.0","0.0",,"61","36",,"  180",,,"  180",,"23.9",,,"33.3",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-27","   20","   30","19.69"," 1053"," 0923","0.00","0.0","0.0",,"53","36",,"  340",,,"  315",,"33.1",,,"49.4",,,,,,,"    1",,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-28","   40","   60","6.93"," 2351"," 0032","0.00","0.0","0.0",,"51","23",,"  320",,,"  315",,"15.0",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-29","    0","    0","13.87"," 0952"," 0928","0.00","0.0","0.0",,"64","35",,"  200",,,"  180",,"19.9",,,"28.9",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-30","   30","   60","7.83"," 1151"," 1139","0.00","0.0","0.0",,"61","37",,"   80",,,"   90",,"13.0",,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-10-31","   10","    0","11.63"," 2352"," 2354","0.00","0.0","0.0",,"70","37",,"  210",,,"  225",,"16.1",,,"20.8","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-11-01","   90","   90","17.22"," 1350"," 1230","0.00","0.0","0.0",,"70","55",,"  180",,,"  180",,"25.1",,,"41.4",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-11-02","   80","   70","10.29"," 2250"," 2325","0.00","0.0","0.0",,"60","42",,"  340",,,"  360",,"13.0",,,"20.8",,,,,,,,"    1",,,,,,,"    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-11-03","   90","  100","13.20"," 1225"," 1148","0.23","0.9","0.0",,"45","31",,"  340",,,"  360",,"21.0",,,"30.0","    1",,,"    1",,,,,,,,,,,"    1",,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-11-04","   90","  100","8.95"," 1452"," 1337","0.00","0.0","1.0",,"34","26",,"   40",,,"   45",,"15.0",,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-11-05","  100","  100","8.05"," 1051"," 0959","0.00","0.0","0.0",,"37","24",,"   10",,,"   45",,"13.0",,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-11-06","   90","  100","7.61"," 2251"," 2334","0.05","0.5","0.0",,"36","24",,"  320",,,"  315",,"13.0",,,"17.2","    1",,,,,,,,,,,,,,,,"    1",,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-11-07","    0","    0","10.74"," 0953"," 1449","0.00","0.0","0.0",,"32","15",,"  310",,,"  270",,"17.0",,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-11-08","   80","  100","16.33"," 1532"," 1702","0.01","0.0","0.0",,"31","18",,"  180",,,"  180",,"25.1",,,"34.4","    1",,,"    1",,"    1",,,,,,,,"    1","    1",,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-11-09","   50","   10","11.41"," 1251"," 1217","0.00","0.0","0.0",,"45","27",,"  310",,,"  315",,"17.0",,,"26.4","    1",,,,,,,,,,,,,,,,,,,,
"USW00014925","ROCHESTER INTERNATIONAL AIRPORT, MN US","1990-11-10","   20","   10","12.53"," 1250"," 1242","0.00","0.0","0.0",,"43","23",,"  340",,,"  360",,"23.0",,,"30.0",,,,,,,,,,,,,,,,,,,,,
